Nome Instituição,CNPJ Instituição,Município Instituição,UF,Compra,Inserção,Modalidade da Compra,Código BR,Descrição CATMAT,Unidade Fornecimento,Genérico,CNPJ Fornecedor,Fornecedor,CNPJ Fabricante,Fabricante,Qtd Itens Comprados,Preço Unitário,Preço Total
Fundo Municipal De Saude,11.718.406/0001-20,Aracaju,Se,45314,45618.0,Pregão,439653,"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:1 ML, TIPO BICO:BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA (ESCALA UI), NUMERADA, TIPO AGULHA:C/ AGULHA 30 G X 1/2"", ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL",Unidade,N,05.106.015/0001-52,Call Med Comercio De Medicamentos E Representacao Ltda,10.268.780/0001-09,Medix Brasil Ltda,347650,0.26,90389.0
Fundo Municipal De Saude,11.718.406/0001-20,Aracaju,Se,45314,45618.0,Pregão,397516,"AGULHA HIPODÉRMICA, MATERIAL:AÇO INOXIDÁVEL SILICONIZADO, DIMENSÃO:30 G X 1/2"", TIPO PONTA:BISEL CURTO TRIFACETADO, TIPO CONEXÃO:CONECTOR LUER LOCK EM PLÁSTICO, TIPO FIXAÇÃO:PROTETOR PLÁSTICO, CARACTERÍSTICA ADICIONAL:COM SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL",Unidade,N,27.080.739/0001-07,Prime Solucoes Em Saude Ltda,61.418.042/0001-31,Cirurgica Fernandes - Comercio De Materiais Cirurgicos E Hospitalares - Sociedade Limitada,50000,0.25,12500.0
Fundo Municipal De Saude,11.718.406/0001-20,Aracaju,Se,45314,45618.0,Pregão,397503,"AGULHA HIPODÉRMICA, MATERIAL:AÇO INOXIDÁVEL SILICONIZADO, DIMENSÃO:21 G X 1 1/4"", TIPO PONTA:BISEL CURTO TRIFACETADO, TIPO CONEXÃO:CONECTOR LUER LOCK EM PLÁSTICO, TIPO FIXAÇÃO:PROTETOR PLÁSTICO, CARACTERÍSTICA ADICIONAL:COM SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL",Unidade,N,43.732.317/0001-25,Kfp Comercio De Materiais Ltda,10.268.780/0001-09,Medix Brasil Ltda,211650,0.22,46563.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45548.0,Pregão,273710,"NIMESULIDA, DOSAGEM:100 MG",Comprimido,N,12.889.035/0001-02,Inovamed Hospitalar Ltda,02.814.497/0001-07,Cimed Industria S.A.,1450000,0.0699,101355.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,267689,"METILDOPA, DOSAGEM:250 MG",Comprimido,S,67.729.178/0004-91,Comercial Cirurgica Rioclarense Ltda,19.570.720/0001-10,Hipolabor Farmaceutica Ltda,1100000,0.3879,426690.0
Consorcio Intermunicipal Do Vale Do Jacui,06.205.888/0001-85,Sobradinho,Rs,45315,45553.0,Registro De Preços,270612,"BENZILPENICILINA, APRESENTAÇÃO:BENZATINA, DOSAGEM:1.200.000UI, USO:INJETÁVEL",Frasco-Ampola,N,02.520.829/0001-40,Dimaster - Comercio De Produtos Hospitalares Ltda.,17.159.229/0001-76,Laboratorio Teuto Brasileiro S/A,14400,7.2,103680.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45548.0,Pregão,432679,"ACETILCISTEÍNA, CONCENTRAÇAO:200 MG, FORMA FARMACEUTICA:GRANULADO PARA SOLUÇÃO ORAL",Envelope,N,03.945.035/0001-91,Acacia Comercio De Medicamentos Ltda,03.485.572/0001-04,Geolab Industria Farmaceutica S/A,400000,0.529,211600.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,267692,"MEBENDAZOL, DOSAGEM:100 MG",Comprimido,N,11.195.057/0001-00,Avaremed Distribuidora De Medicamentos Ltda,18.324.343/0001-77,Belfar Ltda,5000,0.29,1450.0
Secretaria De Estado De Saude - Ses,42.498.717/0001-55,Rio De Janeiro,Rj,45315,45630.0,Pregão,473693,"DIETA ENTERAL, ASPECTO FÍSICO:LÍQUIDO, USO:ENTERAL OU ORAL, CARACTERÍSTICAS:NORMOCALÓRICA,NORMOPROTEÍCA, FONTE DE PROTEÍNA:CASEIN.E/OU PTN ISOL.SOJA E/OU SOJA E/OU SR LEITE, FONTE DE CARBOIDRATO:MALTODEXTRINA E/OU FRUTOSE E/OU AMIDO, FONTE DE LIPÍDIOS:ÓLEOS VEG.E/OU TCM E/OU LEC.SOJA, COMPONENTES ADICIONAIS:VIT.,MIN. E FIBRAS, CARACTERÍSTICAS ADICIONAIS:ISENTO GLÚTEN E/OU LACTOSE E/OU SACAROSE, SABOR:C/ OU S/ SABOR",Litro,N,13.123.772/0002-43,Vertical Rj Solucoes Para Saude Ltda,23.643.315/0142-93,Danone Ltda,234,54.0,12636.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA",Bisnaga,N,47.893.919/0001-15,Mg2 Distribuidora De Medicamentos Ltda,18.324.343/0001-77,Belfar Ltda,30000,1.9879,59637.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45548.0,Pregão,267632,"CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG",Comprimido,N,07.847.837/0001-10,Cientifica Medica Hospitalar Ltda,05.161.069/0001-10,Brainfarma Industria Quimica E Farmaceutica S.A.,1120,0.1429,160.048
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,269846,"LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:GELÉIA",Bisnaga,N,03.652.030/0001-70,Centermedi-Comercio De Produtos Hospitalares Ltda,02.501.297/0001-02,Pharlab Industria Farmaceutica S.A,5200,3.5,18200.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45548.0,Pregão,267717,"METRONIDAZOL, DOSAGEM:250 MG",Comprimido,S,05.847.630/0001-10,Soma/Sp Produtos Hospitalares Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",200000,0.19,38000.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",Comprimido,S,94.389.400/0001-84,Mcw Produtos Medicos E Hospitalares Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",4000000,0.1095,438000.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,266863,"METRONIDAZOL, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",Frasco,N,47.893.919/0001-15,Mg2 Distribuidora De Medicamentos Ltda,18.324.343/0001-77,Belfar Ltda,3500,5.79,20265.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,268856,"LOSARTANA POTÁSSICA, DOSAGEM:50 MG",Comprimido,S,07.752.236/0001-23,Medilar Importacao E Distribuicao De Produtos Medico Hospitalares S/A,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",12000000,0.0376,451200.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,267690,"METFORMINA CLORIDRATO, DOSAGEM:500 MG",Comprimido,S,94.389.400/0001-84,Mcw Produtos Medicos E Hospitalares Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",2000000,0.119,238000.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,267312,"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:10 MG",Comprimido,N,47.893.919/0001-15,Mg2 Distribuidora De Medicamentos Ltda,18.324.343/0001-77,Belfar Ltda,200000,0.0549,10980.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,273554,"MELOXICAM, CONCENTRAÇÃO:15 MG",Comprimido,N,67.729.178/0004-91,Comercial Cirurgica Rioclarense Ltda,02.501.297/0001-02,Pharlab Industria Farmaceutica S.A,300000,0.122,36600.0
Municipio De Barueri,46.523.015/0001-35,Barueri,Sp,45315,45547.0,Pregão,394650,"METOPROLOL, COMPOSIÇÃO:SAL TARTARATO, CONCENTRAÇÃO:100 MG",Comprimido,S,09.944.371/0003-68,Sulmedic Comercio De Medicamentos Ltda,60.659.463/0029-92,Ache Laboratorios Farmaceuticos Sa,18000,0.42,7560.0
Consorcio Intermunicipal Do Vale Do Jacui,06.205.888/0001-85,Sobradinho,Rs,45316,45553.0,Registro De Preços,445797,"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:200 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL ORAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR",Frasco,S,02.520.829/0001-40,Dimaster - Comercio De Produtos Hospitalares Ltda.,44.363.661/0001-57,Glenmark Farmaceutica Ltda,230,20.09,4620.7
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,267425,"VERAPAMIL CLORIDRATO, DOSAGEM:80 MG",Comprimido,N,28.911.309/0001-52,Espirito Santo Distribuidora De Produtos Hospitalares Ltda,61.068.800/0000-00,Sanval Comercio E Industria Ltda,120000,0.283,33960.0
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,266788,"NISTATINA, DOSAGEM:25.000 UI/G, APRESENTAÇÃO:CREME VAGINAL",Bisnaga,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,05.610.700/0000-0,Brainfarma Industria Quimica E Farmaceutica S.A.,5000,6.719,33595.0
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,272044,"CLONIDINA CLORIDRATO, CONCENTRAÇÃO:0,15 MG",Comprimido,N,00.088.317/0001-21,Victoria Comercio De Produtos Hospitalares Ltda,19.501.400/0000-00,Mawdsleys Pharmaceuticals Do Brasil Ltda,200000,0.296,59200.0
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,450890,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + DILUENTE",Frasco-Ampola,S,02.816.696/0001-54,Pontamed Farmaceutica Ltda,58.430.828/0001-60,Blau Farmaceutica S.A.,4000,3.829,15316.0
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,269818,"TERBUTALINA SULFATO, DOSAGEM:0,5 MG/ML, APRESENTAÇÃO:INJETÁVEL",Ampola,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,800,2.487,1989.6
Municipio De Taquara,97.761.407/0001-73,Taquara,Rs,45316,45517.0,Pregão,292344,"SULFATO FERROSO, DOSAGEM FERRO:40MG DE FERRO II",Comprimido,N,75.014.167/0001-00,Nunesfarma Distribuidora De Produtos Farmaceuticos Ltda,75.014.167/0001-00,Nunesfarma Distribuidora De Produtos Farmaceuticos Ltda,150000,0.04,6000.0
Consorcio Intermunicipal Do Vale Do Jacui,06.205.888/0001-85,Sobradinho,Rs,45317,45553.0,Registro De Preços,268949,"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",Frasco,S,03.652.030/0001-70,Centermedi-Comercio De Produtos Hospitalares Ltda,57.507.378/0003-65,Ems S/A,20350,6.299,128184.65
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272851,"TOPIRAMATO, DOSAGEM:100 MG",Comprimido,N,31.504.080/0001-46,Estevia Distribuidora De Medicamentos Ltda,05.254.971/0001-81,Zydus Nikkho Farmaceutica Ltda,2340,0.52,1216.8
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,268149,"RISPERIDONA, DOSAGEM:2 MG",Comprimido,N,31.504.080/0001-46,Estevia Distribuidora De Medicamentos Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",3300,0.14,462.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,295040,"LAMOTRIGINA, DOSAGEM:25 MG",Comprimido,N,31.504.080/0001-46,Estevia Distribuidora De Medicamentos Ltda,05.254.971/0001-81,Zydus Nikkho Farmaceutica Ltda,960,0.19,182.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,364780,"ARIPIPRAZOL, CONCENTRAÇÃO:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",2820,0.66,1861.2
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,271356,"ALPRAZOLAM, DOSAGEM:1 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.044.984/0001-26,Legrand Pharma Industria Farmaceutica Ltda,2340,0.11,257.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,280115,"BOSENTANA, DOSAGEM:125 MG",Comprimido,N,12.499.494/0001-80,Hospinova Distribuidora De Produtos Hospitalares Ltda.,73.663.650/0001-90,Ranbaxy Farmaceutica Ltda,960,49.46,47481.6
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,395949,"RISEDRONATO SÓDICO, CONCENTRAÇÃO:150 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,48.344.725/0007-19,Althaia S.A. Industria Farmaceutica,16,23.33,373.28
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,270907,"PARACETAMOL, APRESENTAÇÃO:ASSOCIADO COM CODEÍNA, DOSAGEM:500MG + 30MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,03.485.572/0001-04,Geolab Industria Farmaceutica S/A,2352,0.58,1364.16
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,394103,"RIVAROXABANA, CONCENTRAÇÃO:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,02.501.297/0001-02,Pharlab Industria Farmaceutica S.A,480,0.68,326.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,298768,"PAROXETINA CLORIDRATO, DOSAGEM:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,03.485.572/0001-04,Geolab Industria Farmaceutica S/A,480,0.77,369.6
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,282881,"ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.399.786/0001-85,Unichem Farmaceutica Do Brasil Ltda.,960,0.24,230.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,431097,"COLECALCIFEROL, CONCENTRAÇÃO:7.000 UI",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,46.179.008/0001-68,Brasterapica Industria Farmaceutica Ltda.,1410,0.35,493.5
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,273221,"MEMANTINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",1890,0.29,548.1
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,269962,"DOMPERIDONA, DOSAGEM:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.044.984/0001-26,Legrand Pharma Industria Farmaceutica Ltda,960,0.17,163.2
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272817,"MIDAZOLAM, DOSAGEM:15 MG",Comprimido,N,31.504.080/0001-46,Estevia Distribuidora De Medicamentos Ltda,44.734.671/0001-51,Cristalia Produtos Quimicos Farmaceuticos Ltda,1410,1.97,2777.7
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,279763,"CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 8",Unidade,N,23.121.810/0001-00,G A - Medical Ltda,05.150.338/0001-43,Medsonda - Industria E Comercio De Produtos Hospitalares Descartaveis Ltda,3744,1.01,3781.44
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,439636,"SERINGA, MATERIAL:POLIPROPILENO, CAPACIDADE:60 ML, TIPO BICO:BICO TIPO CATETER, TIPO VEDAÇÃO:ÊMBOLO DE BORRACHA, ADICIONAL:GRADUADA, NUMERADA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO:EMBALAGEM INDIVIDUAL",Unidade,N,23.121.810/0001-00,G A - Medical Ltda,10.268.780/0001-09,Medix Brasil Ltda,500,2.58,1290.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,435985,"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:PVC, CALIBRE:16 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",Unidade,N,23.121.810/0001-00,G A - Medical Ltda,05.150.338/0001-43,Medsonda - Industria E Comercio De Produtos Hospitalares Descartaveis Ltda,2340,1.85,4329.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,309040,"ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:300 MG",Comprimido,N,12.499.494/0001-80,Hospinova Distribuidora De Produtos Hospitalares Ltda.,05.352.400/0000-0,Sun Farmaceutica Do Brasil Ltda,2820,3.61,10180.2
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,449681,"COLECALCIFEROL, CONCENTRAÇÃO:10.000 UI",Cápsula,N,07.760.277/0001-61,Medmax - Comercio De Equipamentos Medicos E Similares Ltda,48.344.725/0001-23,Althaia S.A. Industria Farmaceutica,960,1.09,1046.4
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,454147,"MATERIAL P/ VNI - CPAP / BIPAP, TIPO 1:MÁSCARA NASAL, TIPO BORDA:COXIM SILICONE, TAMANHO :ADULTO M, TIPO CONECTOR:CONECTOR PADRÃO, TIPO FIXAÇÃO:FIXADOR AJUSTÁVEL, APRESENTAÇÃO:CONJUNTO COMPLETO",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",40,642.0,25680.0
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,272775,"CONJUNTO DRENAGEM TÓRAX, COMPONENTES:FRASCO PVC RÍGIDO TRANSPARENTE,TAMPA ROSCA C/3VIAS, APLICAÇÃO:CONECTOR DRENO-TUBO, VOLUME:1.000 ML, GRADUAÇÃO:GRADUAÇÃO DE 100 EM 100ML, CARACTERÍSTICAS ADICIONAIS:TUBO EXTENSOR PVC C/ PINÇA CLAMP, ADICIONAIS:SISTEMA FIXAÇÃO LEITO C/BASE P/ POSIÇÃO VERTICAL, ACESSÓRIOS:DRENO DE TÓRAX Nº36 C/ FIO RADIOPACO, USO:ESTÉRIL, DESCARTÁVEL",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",40,47.0,1880.0
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,277764,"CONJUNTO DRENAGEM TÓRAX, COMPONENTES:FRASCO PVC RÍGIDO TRANSPARENTE,TAMPA ROSCA C/3VIAS, APLICAÇÃO:SUB-AQUÁTICA,EXTENSÃO 2M POLIETILENO TRANSPARENTE, VOLUME:2000 ML, GRADUAÇÃO:GRADUADO, CARACTERÍSTICAS ADICIONAIS:CONECTOR UNIVERSAL,C/SUPORTE,BASE E ALÇA, ACESSÓRIOS:DRENO TÓRAX 22 MULTIFENESTRADO,FURO SENTINELA,FIO, USO:ESTÉRIL, DESCARTÁVEL",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",40,71.0,2840.0
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,472674,"ESPAÇADOR, APLICAÇÃO:INALAÇÃO DE BRONCODILATADOR, TIPO:ENCAIXE UNIVERSAL, BOCAL COM VÁLVULA UNIDIRECIONAL, CARACTERÍSTICAS ADICIONAIS:RESERVATÓRIO RÍGIDO EM METAL, TAMANHO PADRÃO, MODELO:MÁSCARA POLÍMERO, TAMANHO ADULTO",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",20,400.0,8000.0
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,434631,"CIRCUITO P/ VENTILADOR PULMONAR, TIPO:COMPLETO, TAMANHO:ADULTO, MATERIAL:SILICONE, COMPATIBILIDADE:COMPATÍVEL C/ EQUIPAMENTO, CARACTERÍSTICAS ADICIONAIS:ESTERILIZÁVEL",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",100,45.0,4500.0
Municipio De Senador Sa,07.598.642/0001-83,Senador Sa,Ce,45317,45479.0,Pregão,386126,"EQUIPO, TIPO DE EQUIPO:DE INFUSÃO, MATERIAL:PVC CRISTAL, COMPRIMENTO:MÍN. 120 CM, TIPO CÂMARA:CÂMARA FLEXÍVEL C/FILTRO AR, TIPO GOTEJADOR:GOTA PADRÃO, TIPO PINÇA:REGULADOR DE FLUXO, TIPO INJETOR:C/INJETOR LATERAL""Y"",VALVULADO, TIPO CONECTOR:LUER ROTATIVO C/ TAMPA E FILTRO, ESTERILIDADE:ESTÉRIL,DESCARTÁVEL",Unidade,N,11.643.096/0003-94,Mylan Laboratorios Ltda.,13.078.518/0001-90,"Fundacao Baiana De Pesquisa Cientifica E Desenvolvimento Tecnologico, Fornecimento E Distribuicao De Medicamentos - Bahiafarma",100,121.0,12100.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272786,"DONEPEZILA, DOSAGEM:10 MG",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.997.900/0000-0,Unichem Farmaceutica Do Brasil Ltda.,480,0.77,369.6
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,268352,"BRIMONIDINA TARTARATO, DOSAGEM:2 MG/ML, APRESENTAÇÃO:COLÍRIO",Frasco,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,03.855.700/0000-0,Geolab Industria Farmaceutica S/A,16,12.9,206.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272166,"CICLOBENZAPRINA CLORIDRATO, DOSAGEM:5 MG",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,02.145.000/0000-0,Cimed Industria S.A.,2340,0.12,280.8
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,308738,"CIPROFIBRATO, DOSAGEM:100 MG",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,17.115.400/0000-00,Laboratorio Globo Sa,480,0.45,216.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272785,"DONEPEZILA, DOSAGEM:5 MG",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.997.900/0000-0,Unichem Farmaceutica Do Brasil Ltda.,960,0.59,566.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,282882,"ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:20 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,05.399.786/0001-85,Unichem Farmaceutica Do Brasil Ltda.,960,0.35,336.0
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,272320,"METILFENIDATO CLORIDRATO, DOSAGEM:10 MG",Comprimido,S,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,48.344.725/0007-19,Althaia S.A. Industria Farmaceutica,1410,0.66,930.6
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,427614,"BELIMUMABE, CONCENTRAÇÃO :400 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL",Frasco-Ampola,N,04.355.394/0001-51,Prohosp Distribuidora De Medicamentos Ltda.,33.247.743/0001-10,Glaxosmithkline Brasil Ltda,94,2445.46,229873.24
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,271621,"OLANZAPINA, DOSAGEM:10 MG",Comprimido,N,31.097.402/0001-80,Adl Med Comercio De Medicamentos Ltda,73.856.593/0001-66,"Prati, Donaduzzi & Cia Ltda",2340,0.66,1544.4
Fundo Municipal De Saude,11.216.262/0001-04,Vassouras,Rj,45317,45470.0,Registro De Preços,273264,"LOPERAMIDA CLORIDRATO, CONCENTRAÇÃO:2MG",Comprimido,N,16.553.940/0001-48,Medmax Comercio De Medicamentos Ltda,25.773.000/0000-00,Pharmascience Industria Farmaceutica S.A,11232,0.11,1235.52
